AgeRange,YearsExperience,Industry,Education,Location,Salary,Modality,Gender
3,8,3,4,14,99791,2,0
1,3,28,1,13,99600,0,0
2,5,0,1,14,99600,0,2
2,7,36,1,18,99555,2,0
1,2,14,4,36,99500,2,0
2,4,18,4,5,99500,2,0
2,5,8,1,6,99500,0,0
1,3,7,1,41,99500,0,0
2,5,6,4,41,99200,1,0
2,5,6,4,41,99198,1,0
2,3,16,4,13,99180,0,0
2,4,16,1,38,99100,2,0
1,1,7,1,36,99000,2,0
1,3,7,1,41,99000,2,2
2,5,14,4,23,99000,2,2
1,3,36,1,20,99000,1,0
2,12,16,3,19,99000,1,0
1,2,14,1,19,99000,0,0
2,3,8,4,17,99000,1,0
2,7,32,1,5,99000,0,0
5,18,36,1,7,99000,0,2
3,7,5,1,38,99000,0,0
2,5,3,1,11,99000,0,0
2,4,27,1,15,99000,0,2
2,5,6,1,5,99000,1,0
1,1,37,4,5,99000,0,2
2,7,18,1,24,98800,1,0
1,3,7,1,41,98800,2,0
4,11,10,4,24,98769,1,0
2,6,29,1,7,98650,2,0
2,3,36,1,5,98600,2,0
1,1,18,4,2,98600,0,0
2,3,2,4,10,98540,0,2
2,5,9,4,26,98500,0,0
2,2,36,1,24,98500,0,0
2,4,0,4,39,98500,2,0
4,12,0,1,8,98286,0,2
7,10,18,1,21,98230,1,0
1,1,18,1,24,98200,0,2
2,6,16,1,5,98200,0,0
2,3,18,4,36,98125,0,0
2,5,36,1,41,98100,2,0
2,6,18,1,26,98009,0,2
3,7,4,1,4,98000,0,0
4,6,32,1,39,98000,0,0
1,3,18,1,22,98000,2,0
2,4,21,1,22,98000,2,0
2,5,25,1,24,98000,2,0
1,2,36,1,36,98000,2,0
7,16,10,4,33,98000,1,0
1,2,36,1,36,98000,2,0
3,10,18,4,38,98000,0,0
1,2,14,1,4,98000,2,0
1,4,25,1,36,98000,2,0
3,12,36,1,19,98000,1,0
2,3,7,1,4,98000,2,2
3,3,36,6,19,98000,2,2
2,5,27,4,24,98000,1,0
2,6,36,1,19,98000,2,0
1,2,7,1,24,98000,0,0
2,4,11,4,32,98000,0,1
7,10,17,1,16,98000,1,0
2,5,36,0,38,98000,0,0
4,9,24,1,4,98000,0,0
3,9,32,1,38,98000,0,0
3,1,18,1,24,98000,1,0
2,8,25,1,24,98000,0,0
2,5,18,4,9,98000,2,0
2,3,29,1,23,98000,2,0
1,5,36,1,19,98000,0,0
4,10,25,4,28,98000,0,2
3,7,18,4,41,98000,2,2
1,3,2,1,10,98000,2,0
3,1,18,1,5,98000,0,2
5,17,37,1,0,98000,2,2
2,4,21,3,33,98000,2,0
2,4,36,1,5,98000,2,0
2,6,24,1,3,98000,0,2
2,3,25,1,24,98000,2,2
1,1,14,4,24,98000,0,2
2,7,21,1,38,98000,2,2
3,7,18,4,7,98000,0,0
3,5,18,4,25,98000,1,0
1,4,25,1,38,98000,2,0
2,4,33,1,38,98000,2,0
2,7,28,1,13,98000,0,0
1,3,18,1,5,98000,2,0
2,4,0,4,3,98000,0,0
2,6,0,0,9,98000,2,2
2,3,0,1,19,98000,2,0
1,3,9,1,24,98000,2,0
2,6,36,1,19,98000,2,2
2,4,18,2,8,98000,1,0
1,3,9,1,19,98000,2,0
3,7,5,1,14,98000,2,0
1,3,1,1,24,98000,0,0
2,1,18,4,8,98000,1,0
4,13,0,1,24,98000,2,0
2,1,18,1,24,98000,1,0
6,18,14,1,20,98000,2,0
3,2,18,1,3,98000,1,2
3,10,25,1,41,98000,2,0
1,3,18,1,24,98000,0,2
2,5,14,1,3,98000,2,0
2,7,0,1,41,97850,0,0
2,1,36,1,38,97760,2,0
1,2,7,1,41,97750,2,0
1,4,17,4,38,97600,2,0
3,8,37,4,38,97600,0,0
2,7,17,1,41,97500,2,2
1,1,14,1,36,97500,0,0
3,7,18,4,8,97500,2,2
1,1,36,0,24,97500,2,0
2,6,10,1,32,97500,0,0
0,6,26,6,38,97500,2,2
2,6,7,1,9,97500,2,0
2,7,0,1,3,97500,2,0
1,4,18,1,3,97500,2,2
1,3,32,1,24,97500,0,2
1,2,36,1,39,97300,0,2
1,2,7,1,0,97200,2,0
2,5,16,1,24,97200,2,0
1,2,7,1,1,97200,2,2
3,8,36,1,3,97000,0,0
2,5,25,1,8,97000,2,0
3,6,14,1,24,97000,0,0
2,6,3,1,11,97000,0,0
1,1,36,1,29,97000,2,0
1,3,0,1,19,97000,2,0
1,2,7,1,41,97000,2,0
1,2,0,0,24,97000,2,0
1,3,7,4,41,97000,2,0
2,4,7,1,5,97000,0,2
1,1,14,4,41,97000,2,0
2,6,25,1,19,97000,2,0
3,1,17,1,19,97000,1,2
1,2,36,1,24,97000,0,0
1,4,37,1,9,97000,0,0
1,4,18,1,24,97000,2,0
4,16,10,4,2,97000,0,0
1,4,7,1,3,97000,2,0
2,6,7,1,41,97000,2,0
1,3,0,1,41,97000,2,0
3,4,19,6,23,97000,2,0
3,1,5,2,24,97000,2,2
1,2,7,4,2,97000,2,2
1,3,15,1,38,97000,2,0
2,3,36,1,38,97000,2,2
2,8,13,1,24,97000,2,0
3,6,18,1,17,97000,2,0
1,3,0,1,3,97000,2,2
2,5,9,1,40,97000,2,2
4,12,17,1,10,97000,1,2
2,4,1,1,5,97000,2,0
4,10,18,4,36,97000,2,0
3,8,32,4,22,97000,2,0
3,10,18,1,8,97000,0,0
4,2,36,0,36,97000,2,0
1,3,6,1,41,97000,0,2
2,5,36,1,7,97000,2,0
2,6,25,1,22,97000,2,0
3,11,14,1,24,97000,0,0
3,1,29,2,29,97000,1,0
1,2,7,1,19,97000,0,0
0,1,36,1,9,97000,2,0
2,4,9,4,12,97000,2,2
4,7,36,4,0,97000,2,0
2,3,7,4,41,97000,2,0
4,5,11,2,5,97000,2,2
2,6,2,1,15,97000,1,0
5,10,29,1,19,97000,0,0
2,1,18,4,26,96600,1,0
4,10,18,4,29,96570,0,0
2,5,21,4,17,96500,2,0
2,5,7,1,23,96500,2,0
2,6,16,1,5,96500,1,0
3,9,1,1,9,96000,2,0
1,3,18,1,38,96000,0,0
2,6,36,4,24,96000,2,0
2,5,14,1,5,96000,2,0
2,5,36,1,36,96000,0,0
1,3,15,3,19,96000,2,0
1,4,26,1,24,96000,2,0
2,6,36,1,5,96000,2,0
1,3,11,1,41,96000,2,0
1,3,3,1,11,96000,2,0
3,5,32,1,38,96000,2,0
1,3,26,1,24,96000,0,0
2,4,0,4,9,96000,2,0
2,5,33,1,0,96000,2,0
2,5,26,4,24,96000,0,2
0,1,14,1,41,96000,2,2
3,10,25,1,24,96000,2,0
2,5,18,4,24,96000,2,0
4,9,5,1,41,96000,1,0
5,15,10,2,21,96000,1,0
2,2,9,1,19,96000,1,0
2,6,2,4,12,96000,2,0
1,2,18,1,30,96000,2,0
3,1,18,1,19,96000,0,0
3,11,19,1,0,96000,2,0
5,16,34,4,19,96000,2,0
3,9,18,1,38,96000,1,0
2,4,14,1,19,96000,2,0
3,10,33,1,19,96000,2,0
4,10,36,4,0,96000,2,2
1,1,14,4,24,96000,0,0
1,4,36,1,35,96000,2,2
1,3,9,1,35,96000,0,0
2,4,36,1,30,96000,2,2
2,4,2,1,24,96000,2,0
3,9,36,1,30,96000,2,0
2,6,3,1,11,96000,2,2
2,5,15,1,24,96000,0,0
2,5,24,1,0,96000,1,0
1,2,7,1,24,96000,2,2
5,16,10,1,22,96000,2,2
2,5,33,1,24,96000,0,0
1,1,36,1,5,96000,2,2
3,7,4,4,3,96000,0,2
2,4,24,1,13,96000,0,0
2,1,5,2,30,96000,2,2
2,7,26,1,26,96000,0,0
3,10,33,1,24,96000,2,0
2,6,0,1,9,96000,2,0
2,5,25,1,0,96000,2,0
0,1,33,3,32,96000,1,2
1,1,9,1,41,96000,0,2
1,1,2,4,13,96000,1,2
1,1,27,4,36,96000,1,0
0,1,4,6,5,96000,0,0
2,6,25,1,39,96000,2,0
2,3,7,4,41,96000,2,0
1,1,36,1,38,95900,0,0
2,5,18,4,30,95850,0,0
2,4,36,1,24,95700,2,0
1,4,36,1,36,95699,0,0
2,4,14,4,22,95600,2,0
2,6,2,4,39,95555,2,2
1,3,36,1,38,95550,2,0
2,3,33,4,6,95500,2,0
2,7,18,1,9,95500,0,0
3,7,14,1,5,95500,2,0
0,2,7,1,5,95400,1,0
2,3,14,1,5,95300,2,0
1,2,7,1,24,95300,0,0
2,6,1,1,6,95300,2,0
2,6,14,1,41,95200,2,0
4,5,36,1,0,95014,2,2
7,16,21,1,40,95000,2,0
2,5,7,1,41,95000,0,0
1,2,36,1,36,95000,2,0
3,8,25,0,19,95000,2,0
2,6,10,4,24,95000,0,0
2,6,26,1,24,95000,2,0
2,5,33,1,10,95000,2,0
3,7,36,1,19,95000,2,0
3,7,5,6,35,95000,2,0
3,8,13,0,19,95000,0,0
2,6,22,1,19,95000,2,0
1,2,36,1,4,95000,2,0
4,10,32,1,24,95000,1,0
1,2,26,1,41,95000,2,0
3,8,18,4,22,95000,1,0
2,5,14,1,24,95000,0,0
2,4,7,4,24,95000,0,0
2,8,25,1,24,95000,2,0
2,6,4,4,4,95000,2,0
5,5,36,1,22,95000,2,0
2,5,36,1,30,95000,2,0
2,3,7,1,24,95000,2,0
1,2,24,1,13,95000,1,0
2,5,10,1,3,95000,2,0
1,3,26,4,24,95000,0,0
2,7,14,1,24,95000,0,0
1,1,14,1,10,95000,0,0
1,3,1,1,24,95000,2,0
2,1,36,4,8,95000,2,2
1,2,36,1,24,95000,0,2
2,3,31,1,36,95000,2,2
5,10,29,1,38,95000,0,2
2,2,14,1,15,95000,0,2
1,3,4,4,24,95000,2,2
2,4,18,0,36,95000,2,2
1,19,14,1,24,95000,1,2
4,8,7,1,38,95000,2,2
1,4,4,1,1,95000,2,2
2,4,26,1,24,95000,2,1
5,13,17,2,40,95000,1,1
2,6,25,4,29,95000,2,0
1,2,1,1,38,95000,2,0
1,3,12,1,4,95000,2,0
1,3,17,4,41,95000,0,0
1,2,9,1,19,95000,2,2
2,4,1,1,24,95000,2,0
2,3,20,1,24,95000,2,0
4,5,15,1,36,95000,2,0
4,7,7,1,38,95000,2,2
3,7,36,4,6,95000,2,2
1,4,36,1,24,95000,0,0
1,2,36,1,6,95000,2,2
1,2,36,1,5,95000,2,0
2,4,36,1,24,95000,2,0
2,6,25,1,41,95000,2,2
2,5,1,1,24,95000,2,0
2,5,36,1,0,95000,2,0
2,5,0,4,26,95000,2,0
2,2,36,4,36,95000,2,0
2,6,36,1,24,95000,0,0
3,9,22,1,24,95000,0,0
2,1,36,1,36,95000,2,0
1,3,31,4,38,95000,2,0
1,1,14,1,24,95000,1,0
2,3,7,1,0,95000,2,0
3,4,18,4,14,95000,2,0
2,5,24,1,36,95000,0,0
2,3,1,1,24,95000,0,2
1,3,36,1,24,95000,2,0
1,1,14,1,24,95000,0,0
2,5,27,1,41,95000,0,0
1,2,31,1,36,95000,2,2
2,5,6,1,30,95000,2,0
2,5,35,4,34,95000,2,0
1,3,36,1,7,95000,2,2
1,3,15,1,26,95000,0,0
3,8,5,1,3,95000,2,0
2,2,18,1,26,95000,0,0
1,1,4,1,24,95000,0,0
3,5,36,1,29,95000,2,0
1,3,17,1,38,95000,1,0
2,1,29,2,38,95000,2,0
1,2,36,1,36,95000,2,2
2,5,18,1,11,95000,2,2
0,1,36,1,35,95000,2,0
2,5,28,1,10,95000,0,0
1,4,25,1,24,95000,2,0
1,3,14,1,24,95000,0,0
2,4,0,4,3,95000,0,0
4,10,28,4,13,95000,0,0
3,10,36,0,39,95000,2,0
1,2,21,1,36,95000,0,0
1,2,3,1,11,95000,2,2
5,13,30,1,31,95000,2,0
1,1,12,1,19,95000,1,2
0,3,36,6,21,95000,0,2
2,3,0,4,41,95000,2,0
1,2,14,1,24,95000,0,2
2,6,18,1,5,95000,2,0
3,5,2,3,19,95000,1,2
1,2,12,1,19,95000,0,0
2,2,36,1,38,95000,2,0
1,4,14,1,24,95000,2,0
1,1,14,1,24,95000,0,0
1,2,36,1,10,95000,2,0
1,3,36,1,22,95000,2,0
1,1,18,2,27,95000,1,0
1,2,7,1,41,95000,2,2
2,5,25,1,38,95000,2,0
3,5,22,0,5,95000,0,0
1,3,25,1,24,95000,2,0
3,6,26,4,24,95000,0,0
3,2,18,2,38,95000,0,0
3,6,17,1,5,95000,0,0
3,3,10,4,15,95000,0,0
2,3,33,6,33,95000,1,2
0,2,18,1,5,95000,2,2
2,3,25,4,5,95000,2,0
1,3,25,1,35,95000,2,0
0,1,36,1,5,95000,2,2
0,3,26,6,24,95000,0,0
2,7,14,1,40,95000,2,0
2,4,0,4,24,95000,0,2
2,6,27,1,27,95000,0,0
2,7,32,1,24,95000,2,0
2,6,24,1,39,95000,1,2
3,9,3,1,11,95000,0,0
2,5,6,3,19,95000,1,2
1,1,21,1,24,95000,2,2
2,4,21,1,0,95000,0,0
2,3,14,4,24,95000,0,0
2,5,12,1,19,95000,2,0
2,4,7,1,30,95000,2,0
2,7,18,1,3,95000,1,0
3,5,4,1,39,95000,2,0
2,3,7,1,41,95000,2,2
1,1,7,1,24,95000,0,2
2,4,18,2,2,95000,0,0
3,4,25,1,19,95000,2,2
2,2,36,1,22,95000,0,0
1,2,14,1,24,95000,2,0
4,10,32,1,38,95000,2,0
1,2,7,1,0,95000,2,0
2,5,0,1,24,95000,2,0
1,2,36,1,36,95000,0,2
2,3,18,4,41,95000,2,2
2,4,36,1,3,95000,2,0
1,3,36,4,38,95000,0,2
2,5,0,1,37,95000,2,0
1,1,36,1,24,95000,2,0
1,3,14,1,24,95000,2,2
1,3,4,4,0,95000,1,0
2,4,1,4,24,95000,0,0
2,3,14,1,41,95000,2,2
3,10,25,1,21,95000,2,0
2,5,2,1,12,95000,2,2
1,2,36,1,0,95000,2,1
2,6,26,1,24,95000,2,0
5,12,32,1,36,95000,0,0
1,3,9,1,9,95000,0,2
2,5,24,1,14,95000,1,0
2,5,29,4,24,95000,0,0
2,5,25,1,24,95000,2,0
1,2,14,1,19,95000,0,0
3,8,28,1,13,95000,0,0
2,4,7,1,41,95000,2,0
3,5,36,4,5,95000,2,0
4,7,9,1,5,95000,0,2
2,1,36,1,13,95000,2,0
1,1,24,1,24,95000,1,0
1,3,7,4,0,95000,0,2
4,10,25,1,17,95000,2,0
2,6,36,1,22,95000,0,0
2,10,36,6,29,95000,2,0
2,4,26,1,24,95000,2,0
1,1,4,1,24,95000,2,0
2,5,18,4,24,95000,1,0
2,5,14,4,3,95000,0,0
2,3,22,2,17,95000,0,0
2,3,21,1,24,95000,0,2
1,2,7,1,41,95000,2,0
2,7,36,1,24,95000,2,0
1,1,36,1,5,95000,2,2
2,1,5,1,36,95000,2,2
1,1,36,1,24,95000,0,2
2,8,16,1,39,95000,1,0
5,13,10,2,40,95000,1,1
2,5,31,1,15,95000,0,0
1,2,5,4,38,95000,1,2
2,3,17,4,3,95000,0,2
2,7,1,1,24,95000,1,2
2,5,22,1,41,95000,0,0
1,4,14,1,24,95000,0,0
1,4,14,1,24,95000,0,2
2,4,28,4,13,95000,0,0
1,3,36,1,27,95000,1,0
1,2,33,1,24,95000,2,0
4,7,13,0,24,95000,0,0
3,5,17,4,38,95000,2,0
2,2,7,4,27,95000,2,2
1,2,36,1,24,95000,2,0
3,7,36,0,19,95000,2,0
3,6,18,4,19,95000,1,0
1,2,14,1,24,95000,2,0
3,5,36,1,1,95000,2,0
4,7,33,5,38,95000,2,0
1,2,9,1,27,95000,2,0
2,5,27,1,3,95000,0,0
1,1,36,1,3,95000,1,2
1,1,18,1,5,95000,1,2
1,2,7,1,0,95000,0,2
1,3,14,1,0,95000,2,0
2,4,8,4,3,95000,0,0
1,2,14,1,24,95000,0,0
2,6,26,1,24,95000,2,0
2,1,18,4,30,95000,0,0
2,6,26,1,24,95000,2,0
2,5,31,1,38,95000,2,2
4,10,35,4,35,95000,2,0
2,4,4,1,24,95000,0,2
2,4,0,4,24,95000,2,0
3,7,18,4,5,95000,2,0
2,2,18,1,26,95000,0,0
1,3,18,1,24,95000,2,0
2,5,14,1,26,95000,0,2
1,3,12,1,19,95000,2,0
3,1,18,0,1,95000,2,2
2,5,6,4,4,95000,1,2
2,4,3,4,19,95000,2,2
2,4,20,1,36,95000,2,0
2,7,26,1,24,95000,2,0
1,2,7,1,24,95000,2,0
2,5,7,1,5,95000,2,2
1,1,36,1,36,95000,2,0
3,9,31,4,9,95000,2,0
4,9,36,4,27,95000,2,0
2,5,37,1,26,95000,2,0
2,7,25,1,9,95000,2,0
1,2,2,1,38,95000,2,0
3,7,1,4,24,94830,0,0
4,13,14,1,14,94692,1,0
1,3,2,4,26,94600,0,2
1,1,36,1,38,94600,0,2
1,2,7,1,5,94600,0,2
3,5,17,1,36,94523,0,0
2,8,17,1,36,94523,0,0
2,4,36,1,24,94500,0,0
4,8,37,1,0,94500,0,0
3,7,1,4,24,94500,2,0
1,1,14,1,24,94500,0,0
1,2,21,1,22,94500,2,2
3,8,10,4,41,94500,0,0
3,4,12,1,19,94320,1,0
2,3,37,4,9,94300,2,0
1,2,29,1,3,94300,0,0
2,1,22,2,32,94300,2,0
1,1,36,1,3,94300,2,0
4,10,25,4,26,94300,2,0
1,3,36,1,9,94070,0,2
4,14,3,4,15,94000,0,0
1,3,3,4,11,94000,2,0
4,9,17,1,8,94000,0,0
2,5,3,1,38,94000,2,2
2,5,7,1,27,94000,2,2
1,2,36,1,3,94000,2,0
2,1,29,1,5,94000,2,1
1,3,7,1,26,94000,2,0
1,3,0,1,24,94000,0,0
1,1,7,1,19,94000,2,2
2,1,18,1,24,94000,0,0
2,3,36,4,26,94000,2,0
4,3,36,1,29,94000,2,2
1,2,14,1,41,94000,2,0
1,2,7,1,24,94000,2,0
2,8,18,4,22,94000,2,0
2,3,0,1,5,94000,2,2
3,1,31,4,5,94000,2,2
2,4,0,1,24,94000,2,0
1,4,14,1,22,94000,2,2
5,5,21,4,5,94000,2,0
1,2,11,1,19,94000,0,2
2,6,33,4,1,94000,2,0
1,3,36,1,29,94000,1,0
2,2,17,4,36,94000,1,0
5,8,2,1,16,94000,0,2
1,3,7,1,41,94000,2,0
4,5,15,4,1,94000,0,2
5,18,16,6,35,94000,2,2
2,5,14,1,24,94000,2,0
5,5,36,1,30,94000,2,0
2,3,36,4,1,94000,2,0
2,3,36,1,0,94000,2,2
3,4,17,4,38,94000,2,2
2,8,26,1,21,94000,2,0
4,7,33,1,1,94000,2,0
1,3,36,1,26,94000,2,2
2,5,1,1,24,94000,2,2
2,7,13,1,24,94000,0,0
1,1,22,2,24,94000,1,0
3,9,3,1,11,94000,0,0
1,3,25,1,9,94000,0,0
3,10,21,1,5,94000,2,0
3,5,4,1,7,94000,2,0
1,3,9,1,2,94000,0,0
2,3,0,4,5,93900,2,0
1,1,36,4,5,93600,2,0
1,5,18,2,7,93600,0,2
2,5,27,1,22,93600,2,0
1,1,7,1,26,93600,2,0
1,1,36,1,19,93600,2,0
0,2,36,1,38,93600,2,0
0,1,10,1,24,93600,2,0
3,1,18,1,3,93600,0,2
2,2,11,1,19,93600,1,2
2,2,37,1,24,93600,1,2
6,10,0,6,0,93600,2,0
1,3,0,1,3,93600,2,2
1,1,14,1,41,93500,2,0
1,6,25,4,19,93500,2,0
3,5,11,1,33,93500,1,2
2,6,14,1,1,93500,2,0
2,5,25,1,19,93400,2,0
1,1,7,1,41,93300,2,0
1,1,7,1,3,93300,2,0
2,5,8,4,24,93300,2,2
2,5,28,1,28,93297,1,0
1,3,18,1,41,93250,2,0
1,3,7,1,5,93200,0,2
1,1,18,4,29,93119,1,0
1,3,9,1,19,93100,1,2
2,5,36,1,40,93000,2,0
3,5,25,1,19,93000,0,0
1,3,9,4,35,93000,0,0
1,2,7,1,19,93000,2,0
3,10,24,4,13,93000,2,0
3,9,10,4,41,93000,1,0
2,3,0,1,24,93000,2,0
1,3,8,4,0,93000,2,0
1,1,7,2,5,93000,2,0
2,3,7,1,36,93000,2,2
1,1,36,4,38,93000,0,2
1,4,14,1,38,93000,2,0
2,3,18,4,41,93000,1,0
4,2,36,4,10,93000,0,0
1,3,14,1,41,93000,0,2
2,4,32,1,0,93000,2,0
2,4,36,1,36,93000,2,0
2,4,14,4,24,93000,0,0
2,5,8,1,10,93000,2,0
2,3,36,1,39,93000,0,0
6,18,17,4,24,93000,0,2
3,13,18,2,21,93000,0,0
4,15,8,1,19,93000,2,0
2,7,14,1,38,93000,1,2
2,5,21,6,8,93000,2,0
2,5,1,1,3,93000,2,0
1,1,9,1,24,93000,1,0
1,4,18,7,20,93000,1,2
3,7,36,4,1,93000,2,0
3,5,14,4,40,93000,2,0
3,9,10,4,3,93000,2,0
2,6,29,4,2,93000,0,0
1,3,0,4,10,93000,2,0
1,1,14,1,3,93000,2,0
2,4,18,1,13,93000,1,0
1,1,37,4,10,93000,0,2
3,8,21,1,23,93000,2,0
3,7,18,2,5,93000,1,2
4,11,10,4,9,93000,1,0
4,7,4,1,41,93000,2,2
2,5,11,1,4,93000,0,2
2,2,37,3,1,93000,0,2
3,8,24,1,3,93000,1,2
4,13,18,4,29,93000,2,2
4,12,10,4,24,93000,0,0
2,4,5,1,36,93000,1,0
2,5,7,1,27,93000,2,2
1,2,8,1,39,93000,1,0
2,6,26,6,24,93000,2,0
2,7,27,4,2,93000,0,0
1,1,13,1,38,93000,2,0
1,2,36,1,9,93000,2,2
3,8,24,1,5,93000,0,2
1,1,18,4,24,93000,2,0
3,7,8,1,24,93000,2,0
1,4,9,1,19,93000,0,0
3,9,1,1,5,93000,2,0
4,10,18,4,24,93000,0,0
1,5,36,1,17,93000,2,2
1,1,17,1,3,93000,2,0
1,2,11,4,9,93000,0,2
2,7,18,1,6,93000,0,0
3,7,28,1,13,93000,0,2
1,1,7,1,24,93000,2,0
1,2,0,4,24,93000,2,0
1,1,31,1,36,93000,0,2
3,2,22,2,19,93000,2,2
2,2,7,4,3,93000,2,2
2,5,32,1,24,93000,2,0
2,5,32,1,24,93000,2,0
2,3,9,4,2,93000,2,0
1,1,7,1,24,92900,2,0
2,6,7,1,41,92700,2,0
3,10,30,1,24,92700,2,0
3,8,25,1,24,92700,2,0
2,6,36,1,24,92575,2,0
2,5,1,1,5,92500,2,0
2,3,0,4,36,92500,2,0
0,1,7,1,19,92500,0,0
2,3,14,1,1,92500,0,2
2,7,14,1,22,92500,2,0
1,3,26,1,24,92500,2,0
2,6,25,1,24,92500,0,0
3,7,13,1,24,92500,0,0
3,6,21,1,3,92500,2,2
2,3,10,4,36,92500,2,0
0,2,2,1,38,92500,0,2
2,7,12,1,24,92500,0,0
2,4,2,4,12,92500,2,2
1,2,7,1,5,92500,2,0
1,1,36,1,22,92500,2,2
1,2,9,1,26,92500,0,0
2,3,36,1,22,92500,0,0
1,3,36,1,24,92500,2,2
1,2,36,1,19,92500,0,0
4,2,14,1,12,92500,1,0
1,3,1,1,5,92394,2,0
2,6,20,4,27,92300,0,0
1,3,0,4,3,92100,0,0
1,2,36,1,41,92020,2,0
2,2,18,4,41,92000,2,0
1,2,14,1,13,92000,2,0
4,10,32,4,24,92000,2,0
2,3,18,4,9,92000,0,0
2,5,36,1,24,92000,0,0
1,1,27,1,24,92000,1,0
2,2,36,1,19,92000,2,0
2,4,18,1,19,92000,0,0
2,1,25,1,24,92000,2,0
7,15,30,1,38,92000,2,0
2,6,30,1,3,92000,2,0
2,3,14,1,24,92000,0,0
4,9,7,6,24,92000,2,0
4,14,36,0,3,92000,2,0
2,4,0,1,3,92000,2,0
2,4,25,4,41,92000,0,0
3,8,21,1,3,92000,2,0
6,12,33,1,22,92000,2,0
1,1,7,1,5,92000,2,0
2,3,32,4,5,92000,0,0
2,3,18,4,24,92000,1,0
1,2,36,1,32,92000,2,2
2,4,22,2,4,92000,0,2
1,1,7,1,3,92000,0,2
1,1,14,1,19,92000,2,2
2,5,17,1,38,92000,2,2
2,4,14,4,27,92000,1,0
3,8,29,1,3,92000,1,0
5,14,10,4,8,92000,1,0
2,3,33,1,22,92000,2,2
1,2,36,1,9,92000,0,0
1,3,18,1,5,92000,2,2
3,8,10,4,41,92000,0,0
2,4,18,4,3,92000,1,0
4,13,17,0,38,92000,1,0
2,5,6,1,41,92000,0,0
1,3,24,1,29,92000,0,0
2,5,9,1,9,92000,0,0
2,4,11,1,23,92000,0,0
1,2,11,1,19,92000,0,0
2,6,36,1,5,92000,2,0
2,6,3,4,1,92000,2,2
1,2,25,1,3,92000,2,0
1,1,36,1,1,92000,2,0
2,7,11,1,26,92000,2,0
2,3,0,4,24,92000,0,0
2,5,7,1,24,92000,2,0
4,12,37,1,38,92000,2,0
5,10,17,4,19,92000,0,0
2,4,29,1,26,92000,2,0
2,5,0,1,36,92000,2,0
2,5,18,4,41,92000,2,0
1,1,14,1,9,92000,2,0
5,3,18,1,27,92000,2,0
2,7,1,1,10,92000,2,0
1,1,0,1,37,92000,2,0
4,6,17,1,41,92000,2,0
1,3,36,1,13,92000,2,0
3,8,5,6,35,92000,1,0
1,1,29,2,3,92000,1,0
2,3,8,1,38,92000,2,0
2,10,19,1,36,92000,1,0
1,1,11,1,10,92000,2,0
2,4,22,1,19,92000,1,0
3,10,7,4,31,92000,2,0
1,3,11,1,22,92000,2,0
1,3,36,1,1,92000,0,2
1,3,1,1,24,92000,2,0
1,3,18,4,34,92000,2,2
3,10,10,4,24,92000,0,0
3,8,29,4,3,92000,0,2
3,9,10,4,19,92000,2,0
1,3,3,1,36,92000,0,2
1,1,7,1,24,92000,2,2
1,5,6,1,19,92000,1,2
1,3,37,1,1,92000,0,2
1,3,7,1,41,92000,2,2
1,1,7,1,24,92000,2,0
4,15,22,1,35,92000,0,0
3,9,27,1,20,92000,2,2
1,2,18,1,41,92000,2,0
1,2,36,1,38,92000,2,0
2,3,8,1,6,92000,0,2
3,11,25,1,25,92000,0,0
2,5,18,1,26,92000,2,0
2,8,18,4,3,92000,2,0
3,8,18,1,3,92000,2,2
1,1,7,1,24,92000,2,0
2,5,12,1,19,92000,2,0
4,10,22,6,18,92000,0,0
2,4,36,1,26,92000,0,2
2,5,3,1,5,92000,0,2
2,4,26,1,19,92000,2,2
2,5,36,4,26,92000,2,0
1,2,36,1,36,92000,2,2
1,2,14,1,9,92000,2,2
2,4,18,1,24,92000,2,0
7,13,10,4,19,92000,1,0
2,7,9,1,19,92000,1,2
3,10,18,4,36,92000,0,0
1,1,7,4,24,92000,2,0
2,4,36,1,4,92000,2,0
2,3,18,4,25,92000,2,0
2,3,28,1,13,91800,1,0
2,6,14,1,5,91800,2,0
1,1,15,1,36,91800,0,2
2,9,31,1,27,91700,2,0
1,1,7,4,27,91590,1,2
6,15,11,1,40,91500,2,2
2,3,21,1,13,91500,2,0
1,2,36,1,1,91500,2,0
2,7,36,1,38,91500,2,0
4,6,17,2,24,91500,1,0
4,15,11,1,22,91500,0,2
1,1,36,1,24,91500,2,0
3,8,14,1,24,91500,0,0
6,18,18,4,4,91500,0,0
1,2,9,1,41,91440,2,2
1,2,7,1,11,91400,2,0
2,5,19,1,25,91400,2,2
2,2,36,1,41,91400,2,0
1,2,7,1,5,91400,2,0
3,7,32,1,22,91370,2,0
3,10,10,1,27,91200,1,0
2,3,18,4,24,91200,1,0
0,2,36,6,19,91200,1,0
1,3,28,1,13,91100,0,0
2,7,10,1,2,91050,2,0
4,12,25,4,5,91000,0,0
2,5,36,1,0,91000,2,0
1,3,15,1,24,91000,2,0
0,2,14,6,24,91000,0,0
2,4,9,1,40,91000,0,0
1,3,14,1,22,91000,0,0
2,4,18,1,24,91000,2,2
1,3,36,1,1,91000,2,2
2,3,36,1,12,91000,2,0
1,5,18,1,40,91000,2,0
2,7,14,1,40,91000,2,2
2,5,25,1,0,91000,0,0
2,5,36,1,38,91000,2,0
2,10,36,3,6,91000,1,2
