AgeRange,YearsExperience,Industry,Education,Location,Salary,Modality,Gender
26-29,8,Medical,Bachelor's Degree,"Minneapolis, MN",140000,Remote,Male
26-29,4,Tech,Bachelor's Degree,"San Francisco, CA",140000,Remote,Male
26-29,3,Consulting,Bachelor's Degree,"New York, NY",140000,Hybrid,Male
30-33,12,Insurance,Bachelor's Degree,"Irvine, CA",140000,Remote,Female
30-33,7,Consulting,Bachelor's Degree,"Chicago, IL",140000,Remote,Male
26-29,4,Fintech,Bachelor's Degree,"New York, NY",140000,Remote,Female
26-29,4,Healthcare,Bachelor's Degree,"New York, NY",140000,Hybrid,Female
26-29,8,Finance,Bachelor's Degree,"New York, NY",140000,Hybrid,Male
38-41,15,Finance,Some College,"San Diego, CA",140000,Remote,Female
34-37,14,Public Relations,Master's Degree,"Washington, DC",139500,Remote,Female
30-33,6,Consulting,Master's Degree,"Washington, DC",139000,Remote,Female
26-29,2,Tech,Bachelor's Degree,"Austin, TX",139000,Remote,Male
26-29,6,Sales,Bachelor's Degree,"Cincinnati, OH",139000,Hybrid,Male
26-29,5,Accounting,Bachelor's Degree,"San Francisco, CA",139000,Remote,Female
30-33,8,Consulting,Bachelor's Degree,"Atlanta, GA",138500,Hybrid,Male
22-25,3,Finance,Bachelor's Degree,"New York, NY",138000,Hybrid,Female
38-41,10,Healthcare,Master's Degree,"Los Angeles, CA",138000,Remote,Female
26-29,5,Construction,Bachelor's Degree,"San Francisco, CA",138000,Onsite,Female
30-33,1,Healthcare,Master's Degree,"San Jose, CA",138000,Onsite,Male
30-33,10,Marketing,Bachelor's Degree,"Denver, CO",138000,Remote,Male
34-37,4,Sales,Associate's Degree,"Orlando, FL",138000,Remote,Male
22-25,3,Consulting,Bachelor's Degree,"New York, NY",138000,Remote,Male
30-33,11,Tech,Bachelor's Degree,"New York, NY",138000,Remote,Male
34-37,14,Retail,Bachelor's Degree,"Cleveland, OH",138000,Hybrid,Female
30-33,9,Advertising,Bachelor's Degree,"New York, NY",138000,Remote,Female
30-33,8,Tech,Bachelor's Degree,"Chicago, IL",138000,Hybrid,Female
22-25,2,Tech,Bachelor's Degree,"San Jose, CA",138000,Remote,Male
26-29,6,Marketing,Bachelor's Degree,"New York, NY",138000,Remote,Male
26-29,4,Consulting,Bachelor's Degree,"New York, NY",138000,Hybrid,Female
18-21,1,Engineering,Bachelor's Degree,"San Francisco, CA",138000,Remote,Male
22-25,1,Tech,Bachelor's Degree,"San Francisco, CA",138000,Remote,Male
34-37,11,Insurance,Doctorate Degree,"Boston, MA",138000,Remote,Female
30-33,7,Tech,Bachelor's Degree,"San Francisco, CA",138000,Hybrid,Male
30-33,10,Consulting,Master's Degree,"Chicago, IL",138000,Remote,Male
26-29,4,Tech,Bachelor's Degree,"Seattle, WA",138000,Remote,Male
26-29,3,Consulting,Bachelor's Degree,"Philadelphia, PA",138000,Onsite,Male
30-33,11,Healthcare,Master's Degree,"New York, NY",138000,Remote,Female
30-33,8,Tech,Bachelor's Degree,"San Francisco, CA",137600,Remote,Female
26-29,6,Consulting,Bachelor's Degree,"Chicago, IL",137500,Remote,Female
38-41,10,Healthcare,Doctorate Degree,"Madison, WI",137500,Hybrid,Female
22-25,3,Defense,Bachelor's Degree,"San Jose, CA",137450,Remote,Male
26-29,6,Consulting,Bachelor's Degree,"San Francisco, CA",137200,Remote,Female
38-41,12,Tech,Bachelor's Degree,"San Diego, CA",137000,Remote,Female
26-29,8,Healthcare,Master's Degree,"Tampa, FL",137000,Remote,Female
26-29,6,Biotech,Bachelor's Degree,"Boston, MA",137000,Remote,Male
34-37,13,Marketing,Master's Degree,"New York, NY",137000,Remote,Female
34-37,6,Healthcare,Master's Degree,"Raleigh, NC",137000,Remote,Female
26-29,3,Tech,Bachelor's Degree,"San Jose, CA",137000,Hybrid,Male
30-33,7,Manufacturing,Bachelor's Degree,"San Francisco, CA",137000,Hybrid,Male
26-29,5,Banking,Master's Degree,"New York, NY",137000,Remote,Female
18-21,2,Sales,High School/GED,"Detroit, MI",137000,Onsite,Male
38-41,11,Government,Master's Degree,"Washington, DC",137000,Hybrid,Female
30-33,4,Legal,Doctorate Degree,"Kansas City, MO",137000,Hybrid,Male
30-33,3,Education,Some College,"San Jose, CA",137000,Hybrid,Male
38-41,16,Pharmacy,Master's Degree,"Philadelphia, PA",137000,Onsite,Female
34-37,8,Consumer Goods,Master's Degree,"New York, NY",137000,Remote,Female
22-25,4,Healthcare,Master's Degree,"Seattle, WA",136500,Hybrid,Female
42-45,10,Real Estate,Some College,"Irvine, CA",136000,Remote,Female
18-21,1,Tech,Bachelor's Degree,"San Francisco, CA",136000,Remote,Female
34-37,12,Government,Bachelor's Degree,"Washington, DC",136000,Onsite,Female
22-25,2,Tech,Bachelor's Degree,"Boston, MA",136000,Remote,Female
34-37,11,Healthcare,Bachelor's Degree,"Houston, TX",136000,Remote,Male
30-33,8,Accounting,Master's Degree,"San Francisco, CA",136000,Hybrid,Male
26-29,2,Healthcare,Doctorate Degree,"Kansas City, MO",136000,Onsite,Female
30-33,11,Healthcare,Bachelor's Degree,"Chicago, IL",136000,Onsite,Female
26-29,3,Tech,Doctorate Degree,"Orlando, FL",136000,Remote,Female
22-25,1,Healthcare,Doctorate Degree,"Columbus, OH",136000,Hybrid,Female
22-25,3,Retail,Bachelor's Degree,"San Francisco, CA",136000,Remote,Female
30-33,7,Healthcare,Doctorate Degree,"Minneapolis, MN",136000,Onsite,Male
30-33,2,Medical,Doctorate Degree,"San Francisco, CA",136000,Hybrid,Female
30-33,9,Accounting,Bachelor's Degree,"Philadelphia, PA",136000,Hybrid,Female
26-29,6,Tech,Bachelor's Degree,"Seattle, WA",136000,Hybrid,Male
26-29,4,Consulting,Bachelor's Degree,"Los Angeles, CA",136000,Remote,Male
34-37,10,Tech,Master's Degree,"Seattle, WA",136000,Remote,Male
30-33,3,Tech,Associate's Degree,"Seattle, WA",136000,Remote,Male
34-37,5,Real Estate,Bachelor's Degree,"Miami, FL",136000,Remote,Female
34-37,5,Tech,Doctorate Degree,"Austin, TX",136000,Remote,Female
30-33,11,Advertising,Bachelor's Degree,"Seattle, WA",136000,Remote,Female
30-33,8,Accounting,Master's Degree,"New York, NY",135700,Remote,Female
26-29,7,Finance,Bachelor's Degree,"Chicago, IL",135500,Hybrid,Female
22-25,2,Fintech,Bachelor's Degree,"Los Angeles, CA",135500,Remote,Female
34-37,11,Tech,Bachelor's Degree,"Seattle, WA",135000,Onsite,Female
30-33,5,Tech,Master's Degree,"Salt Lake City, UT",135000,Remote,Female
34-37,12,Real Estate,Bachelor's Degree,"Charlotte, NC",135000,Remote,Female
26-29,3,Pharmacy,Bachelor's Degree,"Los Angeles, CA",135000,Onsite,Female
22-25,2,Tech,Bachelor's Degree,"New York, NY",135000,Hybrid,Female
26-29,5,Pharmacy,Bachelor's Degree,"New York, NY",135000,Remote,Female
22-25,4,Finance,Bachelor's Degree,"New York, NY",135000,Hybrid,Female
22-25,1,Tech,Bachelor's Degree,"New York, NY",135000,Remote,Female
26-29,7,Healthcare,Master's Degree,"New York, NY",135000,Remote,Female
34-37,15,Retail,Bachelor's Degree,"San Francisco, CA",135000,Onsite,Female
26-29,4,Biotech,Bachelor's Degree,"Denver, CO",135000,Remote,Female
26-29,2,Healthcare,Doctorate Degree,"Detroit, MI",135000,Remote,Female
30-33,6,Tech,Bachelor's Degree,"Los Angeles, CA",135000,Remote,Female
26-29,5,Marketing,Bachelor's Degree,"New York, NY",135000,Remote,Male
30-33,8,Tech,Bachelor's Degree,"Boston, MA",135000,Hybrid,Male
26-29,5,Marketing,Bachelor's Degree,"Chicago, IL",135000,Remote,Male
22-25,8,Government,Some College,"Los Angeles, CA",135000,Hybrid,Male
26-29,5,Medical,Master's Degree,"Los Angeles, CA",135000,Remote,Male
30-33,12,Tech,Bachelor's Degree,"Minneapolis, MN",135000,Hybrid,Male
26-29,5,Finance,Bachelor's Degree,"New York, NY",135000,Hybrid,Male
26-29,6,Healthcare,Bachelor's Degree,"Madison, WI",135000,Onsite,Female
22-25,3,Tech,Master's Degree,"Boston, MA",135000,Remote,Male
22-25,2,Banking,Bachelor's Degree,"San Francisco, CA",135000,Remote,Male
22-25,3,Tech,Bachelor's Degree,"Seattle, WA",135000,Remote,Female
26-29,4,Tech,Bachelor's Degree,"Denver, CO",135000,Remote,Female
34-37,9,Consulting,Master's Degree,"Atlanta, GA",135000,Remote,Female
26-29,6,Consumer Goods,Master's Degree,"Cincinnati, OH",135000,Hybrid,Female
30-33,11,Tech,Bachelor's Degree,"Seattle, WA",135000,Hybrid,Female
22-25,1,Finance,Bachelor's Degree,"New York, NY",135000,Hybrid,Female
26-29,6,Tech,Bachelor's Degree,"San Francisco, CA",135000,Remote,Female
30-33,6,Construction,Bachelor's Degree,"New York, NY",135000,Remote,Female
30-33,9,Consumer Goods,Master's Degree,"Richmond, VA",135000,Remote,Female
34-37,12,Fintech,Master's Degree,"Chicago, IL",135000,Hybrid,Female
34-37,11,Tech,Bachelor's Degree,"Washington, DC",135000,Remote,Male
26-29,5,Aerospace,Master's Degree,"Los Angeles, CA",135000,Onsite,Female
30-33,6,Banking,Bachelor's Degree,"New York, NY",135000,Hybrid,Female
22-25,1,Tech,Bachelor's Degree,"San Francisco, CA",135000,Hybrid,Female
38-41,17,Hosptechaltechy,Master's Degree,"Los Angeles, CA",135000,Onsite,Female
26-29,4,Consulting,Bachelor's Degree,"Kansas City, MO",135000,Remote,Female
30-33,10,Media,Bachelor's Degree,"New York, NY",135000,Remote,Female
22-25,3,Tech,High School/GED,"Baltimore, MD",135000,Onsite,Male
22-25,1,Tech,Master's Degree,"Boston, MA",135000,Remote,Male
38-41,18,Insurance,Bachelor's Degree,"Dallas, TX",135000,Hybrid,Female
30-33,10,Pharmacy,Doctorate Degree,"Philadelphia, PA",135000,Hybrid,Female
30-33,6,Finance,Master's Degree,"New York, NY",135000,Remote,Male
30-33,7,Human Resources,Bachelor's Degree,"Houston, TX",135000,Remote,Male
34-37,11,Tech,Master's Degree,"Chicago, IL",135000,Hybrid,Female
38-41,17,Finance,Master's Degree,"New York, NY",135000,Remote,Male
34-37,9,Tech,Master's Degree,"New York, NY",135000,Hybrid,Male
30-33,5,Healthcare,Master's Degree,"Denver, CO",135000,Hybrid,Female
34-37,11,Sales,Bachelor's Degree,"New York, NY",135000,Hybrid,Female
22-25,4,Medical,Bachelor's Degree,"San Diego, CA",135000,Onsite,Female
26-29,6,Finance,Bachelor's Degree,"New York, NY",135000,Remote,Male
30-33,10,Finance,Some College,"Portland, OR",135000,Remote,Female
30-33,6,Oil And Gas,Bachelor's Degree,"Houston, TX",135000,Hybrid,Male
30-33,8,Tech,Bachelor's Degree,"San Francisco, CA",135000,Hybrid,Female
26-29,3,Tech,Bachelor's Degree,"Denver, CO",135000,Remote,Male
30-33,10,Tech,Bachelor's Degree,"Austin, TX",135000,Remote,Female
26-29,8,Fintech,Some College,"Dallas, TX",135000,Remote,Male
34-37,9,Healthcare,Master's Degree,"Los Angeles, CA",135000,Remote,Female
22-25,3,Tech,Bachelor's Degree,"Seattle, WA",135000,Remote,Male
30-33,9,Accounting,Bachelor's Degree,"Orlando, FL",135000,Remote,Female
30-33,9,Healthcare,Bachelor's Degree,"Phoenix, AZ",135000,Hybrid,Male
18-21,2,Healthcare,Master's Degree,"Portland, OR",135000,Remote,Female
26-29,7,Consulting,Master's Degree,"Washington, DC",135000,Onsite,Male
22-25,3,Tech,Bachelor's Degree,"Atlanta, GA",135000,Remote,Male
34-37,15,Public Relations,Bachelor's Degree,"New York, NY",135000,Hybrid,Female
30-33,8,Tech,Bachelor's Degree,"San Francisco, CA",135000,Remote,Female
34-37,10,Media,Bachelor's Degree,"Chicago, IL",135000,Hybrid,Male
22-25,2,Finance,Bachelor's Degree,"New York, NY",135000,Remote,Male
26-29,6,Real Estate,Bachelor's Degree,"New York, NY",135000,Hybrid,Male
22-25,3,Biotech,Bachelor's Degree,"San Francisco, CA",135000,Hybrid,Male
22-25,2,Tech,Bachelor's Degree,"Washington, DC",135000,Remote,Male
26-29,5,Consulting,Bachelor's Degree,"Washington, DC",135000,Remote,Female
26-29,5,Consulting,Bachelor's Degree,"Chicago, IL",135000,Remote,Male
22-25,3,Defense,Bachelor's Degree,"San Diego, CA",135000,Remote,Male
26-29,6,Finance,Bachelor's Degree,"New York, NY",135000,Remote,Female
22-25,3,Manufacturing,Trade/Vocational,"Pittsburgh, PA",135000,Onsite,Male
30-33,5,Pharmacy,Doctorate Degree,"New York, NY",135000,Remote,Female
26-29,4,Consulting,Bachelor's Degree,"Dallas, TX",135000,Remote,Male
22-25,2,Accounting,Bachelor's Degree,"San Jose, CA",135000,Onsite,Female
30-33,9,Insurance,Bachelor's Degree,"Boston, MA",135000,Remote,Female
26-29,5,Healthcare,Bachelor's Degree,"San Francisco, CA",135000,Hybrid,Male
34-37,15,Oil And Gas,Master's Degree,"Houston, TX",135000,Hybrid,Male
34-37,2,Sales,Bachelor's Degree,"Los Angeles, CA",135000,Remote,Male
30-33,6,Tech,Master's Degree,"Seattle, WA",135000,Hybrid,Female
26-29,5,Tech,Bachelor's Degree,"New York, NY",135000,Remote,Female
26-29,6,Tech,Master's Degree,"Chicago, IL",135000,Remote,Male
26-29,8,Insurance,Bachelor's Degree,"New York, NY",135000,Remote,Male
26-29,2,Tech,Bachelor's Degree,"Denver, CO",135000,Remote,Male
22-25,3,Consumer Goods,Bachelor's Degree,"New York, NY",135000,Remote,Male
26-29,4,Tech,Bachelor's Degree,"New York, NY",135000,Hybrid,Male
30-33,10,Advertising,Bachelor's Degree,"New York, NY",135000,Remote,Female
30-33,8,Defense,Master's Degree,"Chicago, IL",135000,Onsite,Female
30-33,7,Advertising,Bachelor's Degree,"New York, NY",135000,Hybrid,Male
26-29,7,Tech,Bachelor's Degree,"Portland, OR",135000,Remote,Female
26-29,5,Marketing,Master's Degree,"New York, NY",135000,Hybrid,Female
30-33,10,Entertainment,Bachelor's Degree,"Los Angeles, CA",135000,Hybrid,Female
22-25,1,Tech,Bachelor's Degree,"San Francisco, CA",135000,Remote,Female
22-25,1,Biotech,Bachelor's Degree,"Los Angeles, CA",135000,Hybrid,Female
30-33,10,Healthcare,Bachelor's Degree,"San Francisco, CA",135000,Remote,Female
30-33,6,Tech,Bachelor's Degree,"New York, NY",135000,Remote,Female
30-33,10,Tech,Bachelor's Degree,"Austin, TX",135000,Remote,Female
26-29,5,Tech,Bachelor's Degree,"New York, NY",135000,Hybrid,Female
30-33,6,Healthcare,Doctorate Degree,"Cincinnati, OH",135000,Onsite,Female
22-25,1,Healthcare,Bachelor's Degree,"San Francisco, CA",135000,Hybrid,Female
26-29,7,Banking,Bachelor's Degree,"Richmond, VA",135000,Remote,Female
30-33,8,Sales,Bachelor's Degree,"Tampa, FL",135000,Hybrid,Male
26-29,6,Marketing,Bachelor's Degree,"New York, NY",135000,Remote,Female
30-33,5,Entertainment,Bachelor's Degree,"Miami, FL",135000,Remote,Male
26-29,4,Fashion,Bachelor's Degree,"Philadelphia, PA",135000,Remote,Male
38-41,16,Tech,Master's Degree,"Austin, TX",135000,Remote,Female
30-33,5,Healthcare,Master's Degree,"Denver, CO",135000,Hybrid,Female
30-33,11,Consulting,Master's Degree,"Boston, MA",135000,Remote,Female
34-37,6,Fintech,Master's Degree,"Charlotte, NC",135000,Hybrid,Female
30-33,6,Healthcare,Doctorate Degree,"Boston, MA",135000,Hybrid,Female
30-33,9,Banking,Master's Degree,"Charlotte, NC",135000,Hybrid,Male
34-37,10,Finance,Master's Degree,"Houston, TX",135000,Onsite,Female
26-29,4,Media,Bachelor's Degree,"New York, NY",135000,Remote,Female
30-33,10,Automotive,Bachelor's Degree,"Detroit, MI",135000,Hybrid,Female
42-45,15,Automotive,Bachelor's Degree,"Detroit, MI",135000,Remote,Male
22-25,3,Consulting,Bachelor's Degree,"Chicago, IL",135000,Hybrid,Male
30-33,11,Accounting,Bachelor's Degree,"Atlanta, GA",135000,Remote,Male
38-41,10,Education,Bachelor's Degree,"San Diego, CA",135000,Hybrid,Female
34-37,10,Retail,Bachelor's Degree,"Portland, OR",135000,Remote,Female
30-33,5,Tech,Bachelor's Degree,"New York, NY",135000,Remote,Male
30-33,9,Advertising,Bachelor's Degree,"New York, NY",135000,Remote,Female
38-41,5,Legal,Doctorate Degree,"Sacramento, CA",135000,Onsite,Female
38-41,15,Pharmacy,Bachelor's Degree,"San Diego, CA",135000,Remote,Female
22-25,1,Tech,Master's Degree,"New York, NY",135000,Remote,Female
26-29,7,Sales,Bachelor's Degree,"Denver, CO",135000,Remote,Male
22-25,3,Healthcare,Bachelor's Degree,"Los Angeles, CA",135000,Remote,Male
26-29,4,Consulting,Bachelor's Degree,"Los Angeles, CA",134300,Remote,Female
30-33,15,Healthcare,Master's Degree,"Minneapolis, MN",134000,Onsite,Female
22-25,1,Tech,Bachelor's Degree,"Seattle, WA",134000,Onsite,Female
38-41,9,Finance,Bachelor's Degree,"New York, NY",134000,Remote,Female
26-29,5,Tech,Bachelor's Degree,"San Francisco, CA",134000,Hybrid,Male
30-33,7,Healthcare,Bachelor's Degree,"Seattle, WA",134000,Remote,Female
30-33,6,Tech,Bachelor's Degree,"San Francisco, CA",134000,Hybrid,Female
26-29,2,Pharmacy,Doctorate Degree,"Los Angeles, CA",134000,Onsite,Female
26-29,8,Healthcare,Doctorate Degree,"Cincinnati, OH",134000,Onsite,Female
34-37,5,Healthcare,Doctorate Degree,"Chicago, IL",134000,Onsite,Female
30-33,10,Tech,Bachelor's Degree,"Austin, TX",134000,Remote,Male
30-33,7,Tech,Master's Degree,"Salt Lake City, UT",134000,Hybrid,Male
30-33,8,Pharmacy,Doctorate Degree,"Philadelphia, PA",134000,Hybrid,Male
22-25,4,Telecommunications,Bachelor's Degree,"Chicago, IL",134000,Remote,Female
30-33,7,Tech,Bachelor's Degree,"San Francisco, CA",134000,Hybrid,Male
30-33,9,Media,Bachelor's Degree,"Los Angeles, CA",134000,Remote,Male
34-37,7,Tech,Bachelor's Degree,"Los Angeles, CA",134000,Remote,Male
30-33,10,Finance,Some College,"Dallas, TX",133900,Remote,Female
30-33,1,Tech,Doctorate Degree,"Seattle, WA",133500,Remote,Male
30-33,7,Tech,Bachelor's Degree,"Seattle, WA",133300,Remote,Female
26-29,7,Tech,Bachelor's Degree,"New York, NY",133290,Remote,Female
26-29,4,Consulting,Bachelor's Degree,"Los Angeles, CA",133200,Remote,Female
38-41,18,Pharmacy,Master's Degree,"Los Angeles, CA",133000,Remote,Female
26-29,4,Consulting,Bachelor's Degree,"New York, NY",133000,Remote,Female
46+,19,Tech,Bachelor's Degree,"Boston, MA",133000,Remote,Female
30-33,9,Retail,Bachelor's Degree,"Seattle, WA",133000,Remote,Male
34-37,11,Consulting,Bachelor's Degree,"Chicago, IL",133000,Remote,Male
30-33,6,Tech,Master's Degree,"Houston, TX",133000,Remote,Female
26-29,4,Tech,Bachelor's Degree,"San Francisco, CA",133000,Hybrid,Male
26-29,3,Healthcare,Bachelor's Degree,"Sacramento, CA",133000,Onsite,Female
26-29,5,Advertising,Bachelor's Degree,"New York, NY",133000,Remote,Male
26-29,5,Tech,Bachelor's Degree,"Seattle, WA",133000,Remote,Male
26-29,6,Consulting,Master's Degree,"New York, NY",133000,Hybrid,Female
30-33,9,Entertainment,Bachelor's Degree,"Los Angeles, CA",133000,Hybrid,Female
22-25,3,Tech,Some College,"San Francisco, CA",133000,Remote,Female
30-33,6,Tech,Some College,"San Francisco, CA",133000,Hybrid,Female
22-25,3,Tech,Bachelor's Degree,"Seattle, WA",133000,Onsite,Female
26-29,5,Tech,Bachelor's Degree,"New York, NY",133000,Remote,Female
26-29,4,Tech,Master's Degree,"Seattle, WA",132600,Remote,Female
30-33,12,Real Estate,Master's Degree,"Orlando, FL",132500,Remote,Male
34-37,11,Tech,Master's Degree,"Seattle, WA",132500,Hybrid,Male
34-37,3,Tech,Bachelor's Degree,"Seattle, WA",132500,Remote,Female
30-33,8,Healthcare,Bachelor's Degree,"Los Angeles, CA",132100,Remote,Female
26-29,5,Retail,None,"Washington, DC",132000,Hybrid,Female
22-25,3,Tech,Bachelor's Degree,"Washington, DC",132000,Remote,Female
22-25,2,Tech,Bachelor's Degree,"San Francisco, CA",132000,Hybrid,Female
42-45,15,Tech,Bachelor's Degree,"Raleigh, NC",132000,Remote,Female
26-29,6,Tech,Bachelor's Degree,"Portland, OR",132000,Hybrid,Female
30-33,8,Tech,Master's Degree,"Austin, TX",132000,Remote,Female
30-33,4,Pharmacy,Doctorate Degree,"Phoenix, AZ",132000,Onsite,Female
22-25,1,Consulting,Master's Degree,"New York, NY",132000,Hybrid,Male
26-29,8,Human Resources,Master's Degree,"Baltimore, MD",132000,Onsite,Female
26-29,3,Finance,Master's Degree,"Washington, DC",132000,Hybrid,Male
26-29,4,Finance,Master's Degree,"New York, NY",132000,Hybrid,Female
34-37,10,Legal,Doctorate Degree,"Los Angeles, CA",132000,Remote,Female
34-37,13,Education,Master's Degree,"Los Angeles, CA",132000,Remote,Male
22-25,1,Consulting,Master's Degree,"Boston, MA",132000,Remote,Male
22-25,1,Tech,Bachelor's Degree,"San Francisco, CA",132000,Remote,Male
26-29,3,Tech,Bachelor's Degree,"San Diego, CA",132000,Remote,Male
26-29,5,Healthcare,Bachelor's Degree,"Madison, WI",132000,Onsite,Male
22-25,2,Consulting,Bachelor's Degree,"New York, NY",131500,Remote,Female
38-41,19,Tech,Bachelor's Degree,"Atlanta, GA",131500,Remote,Female
18-21,1,Tech,Bachelor's Degree,"San Francisco, CA",131000,Remote,Female
26-29,11,Government,Master's Degree,"Cleveland, OH",131000,Remote,Male
26-29,3,Consulting,Master's Degree,"Chicago, IL",131000,Remote,Female
34-37,12,Healthcare,Master's Degree,"New York, NY",131000,Onsite,Female
38-41,18,Consulting,Master's Degree,"Phoenix, AZ",131000,Remote,Female
26-29,7,Retail,Bachelor's Degree,"San Francisco, CA",131000,Remote,Female
26-29,4,Consulting,Bachelor's Degree,"Washington, DC",131000,Remote,Male
26-29,6,Tech,Bachelor's Degree,"Philadelphia, PA",131000,Remote,Male
22-25,1,Tech,Bachelor's Degree,"San Francisco, CA",131000,Hybrid,Female
30-33,11,Tech,Master's Degree,"New York, NY",131000,Remote,Female
38-41,10,Medical,Doctorate Degree,"Chicago, IL",131000,Onsite,Female
30-33,5,Tech,Bachelor's Degree,"Seattle, WA",131000,Remote,Female
26-29,5,Tech,Bachelor's Degree,"New York, NY",131000,Remote,Female
30-33,5,Finance,Master's Degree,"Charlotte, NC",131000,Remote,Male
22-25,3,Consulting,Bachelor's Degree,"New York, NY",131000,Remote,Female
22-25,2,Tech,Bachelor's Degree,"Seattle, WA",130700,Hybrid,Female
34-37,12,Government,Master's Degree,"Washington, DC",130698,Hybrid,Female
22-25,2,Finance,Bachelor's Degree,"Washington, DC",130662,Remote,Female
22-25,2,Fintech,Bachelor's Degree,"San Francisco, CA",130567,Remote,Female
34-37,7,Consulting,Bachelor's Degree,"Dallas, TX",130400,Remote,Male
26-29,7,Pharmacy,Bachelor's Degree,"Washington, DC",130000,Hybrid,Female
26-29,6,Consumer Goods,Bachelor's Degree,"New York, NY",130000,Remote,Female
30-33,10,Media,Bachelor's Degree,"Chicago, IL",130000,Remote,Female
30-33,6,Consumer Goods,Master's Degree,"New York, NY",130000,Remote,Female
34-37,10,Fashion,Bachelor's Degree,"Los Angeles, CA",130000,Remote,Female
34-37,9,Tech,Bachelor's Degree,"San Francisco, CA",130000,Remote,Female
34-37,5,Tech,Bachelor's Degree,"Seattle, WA",130000,Remote,Female
26-29,7,Tech,Bachelor's Degree,"San Francisco, CA",130000,Hybrid,Female
26-29,4,Tech,Bachelor's Degree,"Los Angeles, CA",130000,Remote,Female
30-33,7,Tech,Bachelor's Degree,"Denver, CO",130000,Remote,Female
22-25,1,Tech,Master's Degree,"Portland, OR",130000,Remote,Female
22-25,2,Banking,Bachelor's Degree,"Charlotte, NC",130000,Hybrid,Female
30-33,5,Tech,Master's Degree,"Cleveland, OH",130000,Remote,Female
22-25,4,Telecommunications,Master's Degree,"Dallas, TX",130000,Remote,Female
30-33,8,Finance,Bachelor's Degree,"New York, NY",130000,Hybrid,Female
26-29,3,Tech,Bachelor's Degree,"Chicago, IL",130000,Remote,Female
22-25,2,Tech,Bachelor's Degree,"Seattle, WA",130000,Remote,Female
34-37,8,Real Estate,Bachelor's Degree,"Philadelphia, PA",130000,Hybrid,Male
22-25,2,Tech,Bachelor's Degree,"Kansas City, MO",130000,Remote,Male
26-29,9,Defense,Some College,"San Diego, CA",130000,Remote,Male
34-37,11,Healthcare,Bachelor's Degree,"San Diego, CA",130000,Remote,Male
26-29,9,Marketing,Bachelor's Degree,"Los Angeles, CA",130000,Remote,Male
26-29,5,Advertising,Bachelor's Degree,"Chicago, IL",130000,Remote,Male
26-29,4,Sales,Bachelor's Degree,"San Francisco, CA",130000,Remote,Male
30-33,9,Retail,Bachelor's Degree,"Atlanta, GA",130000,Hybrid,Female
38-41,15,Tech,Master's Degree,"Washington, DC",130000,Remote,Female
38-41,14,Banking,Bachelor's Degree,"Charlotte, NC",130000,Hybrid,Male
22-25,1,Legal,Doctorate Degree,"Atlanta, GA",130000,Onsite,Female
22-25,3,Tech,Bachelor's Degree,"San Jose, CA",130000,Hybrid,Female
30-33,4,Sales,Bachelor's Degree,"Chicago, IL",130000,Remote,Female
30-33,8,Healthcare,Doctorate Degree,"Madison, WI",130000,Onsite,Female
26-29,3,Consulting,Master's Degree,"New York, NY",130000,Hybrid,Male
30-33,8,Finance,Bachelor's Degree,"New York, NY",130000,Hybrid,Female
34-37,5,Retail,Master's Degree,"Seattle, WA",130000,Remote,Male
38-41,16,Marketing,Bachelor's Degree,"Philadelphia, PA",130000,Hybrid,Female
22-25,2,Tech,Bachelor's Degree,"New York, NY",130000,Remote,Female
34-37,15,Retail,Master's Degree,"Seattle, WA",130000,Remote,Female
26-29,7,Medical,Bachelor's Degree,"Boston, MA",130000,Onsite,Female
26-29,2,Biotech,Bachelor's Degree,"San Diego, CA",130000,Remote,Male
22-25,1,Tech,Bachelor's Degree,"Los Angeles, CA",130000,Remote,Female
26-29,8,Advertising,Master's Degree,"New York, NY",130000,Remote,Female
22-25,3,Tech,Bachelor's Degree,"New York, NY",130000,Remote,Female
22-25,3,Tech,Bachelor's Degree,"Seattle, WA",130000,Remote,Male
26-29,2,Healthcare,Master's Degree,"Charlotte, NC",130000,Hybrid,Female
30-33,10,Oil And Gas,Bachelor's Degree,"Los Angeles, CA",130000,Hybrid,Female
26-29,4,Accounting,Master's Degree,"Los Angeles, CA",130000,Remote,Female
22-25,3,Tech,Bachelor's Degree,"New York, NY",130000,Remote,Male
30-33,10,Tech,Master's Degree,"Austin, TX",130000,Remote,Female
38-41,14,Engineering,Master's Degree,"New York, NY",130000,Hybrid,Female
30-33,8,Sales,Bachelor's Degree,"Tampa, FL",130000,Onsite,Female
26-29,6,Healthcare,Bachelor's Degree,"New York, NY",130000,Remote,Male
30-33,8,Marketing,Bachelor's Degree,"Dallas, TX",130000,Remote,Female
30-33,10,Retail,Bachelor's Degree,"San Francisco, CA",130000,Remote,Female
26-29,4,Tech,Bachelor's Degree,"Seattle, WA",130000,Remote,Female
30-33,10,Fintech,None,"Austin, TX",130000,Remote,Female
22-25,3,Tech,Bachelor's Degree,"New York, NY",130000,Remote,Male
26-29,6,Tech,Bachelor's Degree,"San Francisco, CA",130000,Remote,Female
34-37,1,Healthcare,Master's Degree,"San Diego, CA",130000,Onsite,Female
30-33,9,Oil And Gas,Master's Degree,"Houston, TX",130000,Remote,Female
30-33,6,Retail,Bachelor's Degree,"San Francisco, CA",130000,Hybrid,Female
